"danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature","name","artist","num_positive","num_negative","num_neutral","positivity","negativity","neutrality","word_count","unique_word_count"
"0.536","0.574","7","-6.705","1","0.0254","0.75","0.00277","0.105","0.877","87.194","audio_features","2tgQaL85WoRfgEa4hFQgrE","spotify:track:2tgQaL85WoRfgEa4hFQgrE","https://api.spotify.com/v1/tracks/2tgQaL85WoRfgEa4hFQgrE","https://api.spotify.com/v1/audio-analysis/2tgQaL85WoRfgEa4hFQgrE","224947","4","Feathered Indians","Tyler Childers","2","4","34","0.05","0.1","0.85","122","89"
"0.703","0.757","1","-3.612","1","0.05","0.617","0","0.106","0.696","82.008","audio_features","2eAZfqOm4EnOF9VvN50Tyc","spotify:track:2eAZfqOm4EnOF9VvN50Tyc","https://api.spotify.com/v1/tracks/2eAZfqOm4EnOF9VvN50Tyc","https://api.spotify.com/v1/audio-analysis/2eAZfqOm4EnOF9VvN50Tyc","221747","4","The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert","4","19","42","0.06153846153846154","0.2923076923076923","0.6461538461538462","326","139"
"0.599","0.448","8","-6.312","1","0.0232","0.163","0","0.106","0.168","95.05","audio_features","0tgVpDi06FyKpA1z0VMD4v","spotify:track:0tgVpDi06FyKpA1z0VMD4v","https://api.spotify.com/v1/tracks/0tgVpDi06FyKpA1z0VMD4v","https://api.spotify.com/v1/audio-analysis/0tgVpDi06FyKpA1z0VMD4v","263400","3","Perfect","Ed Sheeran","16","2","16","0.47058823529411764","0.058823529411764705","0.47058823529411764","145","98"
"0.736","0.449","1","-11.462","0","0.425","0.33","0.000162","0.0898","0.326","80.126","audio_features","152lZdxL1OR0ZMW6KquMif","spotify:track:152lZdxL1OR0ZMW6KquMif","https://api.spotify.com/v1/tracks/152lZdxL1OR0ZMW6KquMif","https://api.spotify.com/v1/audio-analysis/152lZdxL1OR0ZMW6KquMif","219080","4","Location","Khalid","2","2","39","0.046511627906976744","0.046511627906976744","0.9069767441860465","160","82"
"0.539","0.16","3","-13.285","1","0.0329","0.881","0.000268","0.105","0.322","81.446","audio_features","3t5OV1asJHmOlf23T08CLv","spotify:track:3t5OV1asJHmOlf23T08CLv","https://api.spotify.com/v1/tracks/3t5OV1asJHmOlf23T08CLv","https://api.spotify.com/v1/audio-analysis/3t5OV1asJHmOlf23T08CLv","183533","4","Lady May","Tyler Childers","8","3","21","0.25","0.09375","0.65625","100","82"
"0.658","0.294","4","-8.533","0","0.0321","0.422","5.2e-05","0.0749","0.358","74.038","audio_features","7zFXmv6vqI4qOt4yGf3jYZ","spotify:track:7zFXmv6vqI4qOt4yGf3jYZ","https://api.spotify.com/v1/tracks/7zFXmv6vqI4qOt4yGf3jYZ","https://api.spotify.com/v1/audio-analysis/7zFXmv6vqI4qOt4yGf3jYZ","278180","4","Get You (feat. Kali Uchis)","Daniel Caesar","7","5","28","0.175","0.125","0.7","156","82"
"0.618","0.443","2","-9.681","1","0.0526","0.469","0","0.0829","0.167","119.949","audio_features","5vjLSffimiIP26QG5WcN2K","spotify:track:5vjLSffimiIP26QG5WcN2K","https://api.spotify.com/v1/tracks/5vjLSffimiIP26QG5WcN2K","https://api.spotify.com/v1/audio-analysis/5vjLSffimiIP26QG5WcN2K","198853","4","Hold On","Chord Overstreet","2","8","25","0.05714285714285714","0.22857142857142856","0.7142857142857143","138","84"
"0.677","0.556","9","-6.544","1","0.0306","0.263","0","0.105","0.521","80.009","audio_features","1HXy5I3HTWq8OvxCn0z7G7","spotify:track:1HXy5I3HTWq8OvxCn0z7G7","https://api.spotify.com/v1/tracks/1HXy5I3HTWq8OvxCn0z7G7","https://api.spotify.com/v1/audio-analysis/1HXy5I3HTWq8OvxCn0z7G7","179507","4","Heaven","Kane Brown","8","7","17","0.25","0.21875","0.53125","115","52"
"0.52","0.761","4","-3.093","1","0.0853","0.256","4.96e-06","0.17","0.286","141.971","audio_features","7vGuf3Y35N4wmASOKLUVVU","spotify:track:7vGuf3Y35N4wmASOKLUVVU","https://api.spotify.com/v1/tracks/7vGuf3Y35N4wmASOKLUVVU","https://api.spotify.com/v1/audio-analysis/7vGuf3Y35N4wmASOKLUVVU","180823","4","Silence","Marshmello","2","19","14","0.05714285714285714","0.5428571428571428","0.4","136","63"
"0.534","0.583","2","-8.672","1","0.0288","0.0262","0","0.421","0.145","105.997","audio_features","0S0vWvyZ6Rc79TXkWxT9QA","spotify:track:0S0vWvyZ6Rc79TXkWxT9QA","https://api.spotify.com/v1/tracks/0S0vWvyZ6Rc79TXkWxT9QA","https://api.spotify.com/v1/audio-analysis/0S0vWvyZ6Rc79TXkWxT9QA","231547","4","Save That Shit","Lil Peep","6","18","20","0.13636363636363635","0.4090909090909091","0.45454545454545453","189","54"
"0.743","0.732","8","-4.511","1","0.104","0.0509","1.77e-05","0.227","0.339","123.994","audio_features","7hf89cT5FEmLV5E9fjrjG7","spotify:track:7hf89cT5FEmLV5E9fjrjG7","https://api.spotify.com/v1/tracks/7hf89cT5FEmLV5E9fjrjG7","https://api.spotify.com/v1/audio-analysis/7hf89cT5FEmLV5E9fjrjG7","203373","4","Beamer Boy","Lil Peep","2","11","32","0.044444444444444446","0.24444444444444444","0.7111111111111111","252","103"
"0.575","0.714","6","-5.247","1","0.0596","0.395","0","0.115","0.32","144.982","audio_features","47Bg6IrMed1GPbxRgwH2aC","spotify:track:47Bg6IrMed1GPbxRgwH2aC","https://api.spotify.com/v1/tracks/47Bg6IrMed1GPbxRgwH2aC","https://api.spotify.com/v1/audio-analysis/47Bg6IrMed1GPbxRgwH2aC","262231","4","Best Friend","Rex Orange County","17","9","25","0.3333333333333333","0.17647058823529413","0.49019607843137253","189","99"
"0.763","0.726","1","-6.405","1","0.282","0.259","0","0.0976","0.349","139.059","audio_features","7floNISpH8VF4z4459Qo18","spotify:track:7floNISpH8VF4z4459Qo18","https://api.spotify.com/v1/tracks/7floNISpH8VF4z4459Qo18","https://api.spotify.com/v1/audio-analysis/7floNISpH8VF4z4459Qo18","126346","4","Look At Me!","XXXTENTACION","1","29","22","0.019230769230769232","0.5576923076923077","0.4230769230769231","180","105"
"0.605","0.822","0","-4.833","1","0.0438","0.00671","0.134","0.147","0.288","167.997","audio_features","1zB4vmk8tFRmM9UULNzbLB","spotify:track:1zB4vmk8tFRmM9UULNzbLB","https://api.spotify.com/v1/tracks/1zB4vmk8tFRmM9UULNzbLB","https://api.spotify.com/v1/audio-analysis/1zB4vmk8tFRmM9UULNzbLB","187147","4","Thunder","Imagine Dragons","1","2","51","0.018518518518518517","0.037037037037037035","0.9444444444444444","179","63"
"0.83","0.585","1","-5.802","1","0.0366","0.225","0.00209","0.0576","0.642","105.03","audio_features","5bgwqaRSS3M8WHWruHgSL5","spotify:track:5bgwqaRSS3M8WHWruHgSL5","https://api.spotify.com/v1/tracks/5bgwqaRSS3M8WHWruHgSL5","https://api.spotify.com/v1/audio-analysis/5bgwqaRSS3M8WHWruHgSL5","228600","4","8TEEN","Khalid","0","15","56","0.0","0.2112676056338028","0.7887323943661971","203","98"
"0.739","0.522","7","-12.304","0","0.151","0.821","0.00124","0.233","0.619","138.263","audio_features","4vHNeBWDQpVCmGbaccrRzi","spotify:track:4vHNeBWDQpVCmGbaccrRzi","https://api.spotify.com/v1/tracks/4vHNeBWDQpVCmGbaccrRzi","https://api.spotify.com/v1/audio-analysis/4vHNeBWDQpVCmGbaccrRzi","146390","4","Goodie Bag","Still Woozy","5","7","23","0.14285714285714285","0.2","0.6571428571428571","106","64"
"0.607","0.536","10","-7.306","1","0.0305","0.386","0","0.102","0.434","147.986","audio_features","10M2Ex445zw585Ducldzkw","spotify:track:10M2Ex445zw585Ducldzkw","https://api.spotify.com/v1/tracks/10M2Ex445zw585Ducldzkw","https://api.spotify.com/v1/audio-analysis/10M2Ex445zw585Ducldzkw","224853","4","In Case You Didn't Know","Brett Young","0","6","38","0.0","0.13636363636363635","0.8636363636363636","144","76"
"0.759","0.245","6","-6.545","1","0.138","0.515","0.000154","0.102","0.209","96.992","audio_features","4cxMGhkinTocPSVVKWIw0d","spotify:track:4cxMGhkinTocPSVVKWIw0d","https://api.spotify.com/v1/tracks/4cxMGhkinTocPSVVKWIw0d","https://api.spotify.com/v1/audio-analysis/4cxMGhkinTocPSVVKWIw0d","237507","4","Losin Control","Russ","2","18","28","0.041666666666666664","0.375","0.5833333333333334","196","95"
"0.655","0.56","9","-6.857","1","0.0486","0.749","0","0.115","0.599","140.975","audio_features","56eGOeSsqdg3FLxdo83TwV","spotify:track:56eGOeSsqdg3FLxdo83TwV","https://api.spotify.com/v1/tracks/56eGOeSsqdg3FLxdo83TwV","https://api.spotify.com/v1/audio-analysis/56eGOeSsqdg3FLxdo83TwV","198440","4","Rumor","Lee Brice","1","4","36","0.024390243902439025","0.0975609756097561","0.8780487804878049","168","96"
"0.551","0.386","0","-10.22","1","0.132","0.659","0","0.125","0.245","116.409","audio_features","3i5qVV8azKqGFK4Gzdt5YS","spotify:track:3i5qVV8azKqGFK4Gzdt5YS","https://api.spotify.com/v1/tracks/3i5qVV8azKqGFK4Gzdt5YS","https://api.spotify.com/v1/audio-analysis/3i5qVV8azKqGFK4Gzdt5YS","199387","1","If You Want Love","NF","12","1","26","0.3076923076923077","0.02564102564102564","0.6666666666666666","194","111"
"0.516","0.595","5","-4.63","1","0.0313","0.0275","0","0.109","0.222","119.972","audio_features","5Ohxk2dO5COHF1krpoPigN","spotify:track:5Ohxk2dO5COHF1krpoPigN","https://api.spotify.com/v1/tracks/5Ohxk2dO5COHF1krpoPigN","https://api.spotify.com/v1/audio-analysis/5Ohxk2dO5COHF1krpoPigN","340707","4","Sign of the Times","Harry Styles","3","14","36","0.05660377358490566","0.2641509433962264","0.6792452830188679","191","73"
"0.62","0.574","5","-7.788","0","0.0479","0.569","0","0.19","0.357","100.023","audio_features","5tz69p7tJuGPeMGwNTxYuV","spotify:track:5tz69p7tJuGPeMGwNTxYuV","https://api.spotify.com/v1/tracks/5tz69p7tJuGPeMGwNTxYuV","https://api.spotify.com/v1/audio-analysis/5tz69p7tJuGPeMGwNTxYuV","250173","4","1-800-273-8255","Logic","13","18","30","0.21311475409836064","0.29508196721311475","0.4918032786885246","301","131"
"0.513","0.661","5","-6.419","1","0.24","0.161","0","0.246","0.179","94.791","audio_features","07FkzikE6FuHIa8Ma7zJGc","spotify:track:07FkzikE6FuHIa8Ma7zJGc","https://api.spotify.com/v1/tracks/07FkzikE6FuHIa8Ma7zJGc","https://api.spotify.com/v1/audio-analysis/07FkzikE6FuHIa8Ma7zJGc","209213","4","Lie","NF","7","4","48","0.11864406779661017","0.06779661016949153","0.8135593220338984","309","158"
"0.643","0.783","10","-6.458","1","0.0856","0.047","0","0.083","0.579","154.084","audio_features","7iDa6hUg2VgEL1o1HjmfBn","spotify:track:7iDa6hUg2VgEL1o1HjmfBn","https://api.spotify.com/v1/tracks/7iDa6hUg2VgEL1o1HjmfBn","https://api.spotify.com/v1/audio-analysis/7iDa6hUg2VgEL1o1HjmfBn","163870","4","Meant to Be (feat. Florida Georgia Line)","Bebe Rexha","1","5","48","0.018518518518518517","0.09259259259259259","0.8888888888888888","165","82"
"0.511","0.363","4","-7.65","0","0.041","0.816","0.0317","0.084","0.169","144.892","audio_features","7hDVYcQq6MxkdJGweuCtl9","spotify:track:7hDVYcQq6MxkdJGweuCtl9","https://api.spotify.com/v1/tracks/7hDVYcQq6MxkdJGweuCtl9","https://api.spotify.com/v1/audio-analysis/7hDVYcQq6MxkdJGweuCtl9","200379","4","ocean eyes","Billie Eilish","2","7","27","0.05555555555555555","0.19444444444444445","0.75","117","55"
"0.483","0.412","7","-8.461","1","0.0402","0.737","0","0.116","0.247","170.163","audio_features","41zXlQxzTi6cGAjpOXyLYH","spotify:track:41zXlQxzTi6cGAjpOXyLYH","https://api.spotify.com/v1/tracks/41zXlQxzTi6cGAjpOXyLYH","https://api.spotify.com/v1/audio-analysis/41zXlQxzTi6cGAjpOXyLYH","203569","3","idontwannabeyouanymore","Billie Eilish","4","6","20","0.13333333333333333","0.2","0.6666666666666666","94","57"
"0.384","0.765","6","-4.463","1","0.0579","0.646","0.00352","0.522","0.567","129.903","audio_features","4EpZ4eYuZOwPSSwyqpdHnJ","spotify:track:4EpZ4eYuZOwPSSwyqpdHnJ","https://api.spotify.com/v1/tracks/4EpZ4eYuZOwPSSwyqpdHnJ","https://api.spotify.com/v1/audio-analysis/4EpZ4eYuZOwPSSwyqpdHnJ","252231","4","Sunflower","Rex Orange County","3","8","41","0.057692307692307696","0.15384615384615385","0.7884615384615384","200","102"
"0.705","0.373","7","-9.066","1","0.0384","0.723","0.81","0.289","0.551","120.046","audio_features","2mlGPkAx4kwF8Df0GlScsC","spotify:track:2mlGPkAx4kwF8Df0GlScsC","https://api.spotify.com/v1/tracks/2mlGPkAx4kwF8Df0GlScsC","https://api.spotify.com/v1/audio-analysis/2mlGPkAx4kwF8Df0GlScsC","208026","4","Buttercup","Jack Stauber","0","2","20","0.0","0.09090909090909091","0.9090909090909091","107","43"
"0.516","0.358","8","-12.018","0","0.424","0.741","1.34e-06","0.0813","0.397","79.509","audio_features","0sHFw13WH3LtSB3yP8UMYJ","spotify:track:0sHFw13WH3LtSB3yP8UMYJ","https://api.spotify.com/v1/tracks/0sHFw13WH3LtSB3yP8UMYJ","https://api.spotify.com/v1/audio-analysis/0sHFw13WH3LtSB3yP8UMYJ","124000","4","Falling for U","Peachy!","0","9","23","0.0","0.28125","0.71875","79","56"
"0.884","0.346","8","-8.228","0","0.351","0.0151","7.04e-06","0.0871","0.376","75.016","audio_features","2fQrGHiQOvpL9UgPvtYy6G","spotify:track:2fQrGHiQOvpL9UgPvtYy6G","https://api.spotify.com/v1/tracks/2fQrGHiQOvpL9UgPvtYy6G","https://api.spotify.com/v1/audio-analysis/2fQrGHiQOvpL9UgPvtYy6G","220307","4","Bank Account","21 Savage","3","26","54","0.03614457831325301","0.3132530120481928","0.6506024096385542","461","199"
"0.94","0.335","5","-10.179","0","0.505","0.17","0","0.262","0.707","120.04","audio_features","5hTpBe8h35rJ67eAWHQsJx","spotify:track:5hTpBe8h35rJ67eAWHQsJx","https://api.spotify.com/v1/tracks/5hTpBe8h35rJ67eAWHQsJx","https://api.spotify.com/v1/audio-analysis/5hTpBe8h35rJ67eAWHQsJx","209640","4","Caroline","Amin?","6","21","51","0.07692307692307693","0.2692307692307692","0.6538461538461539","301","131"
"0.817","0.551","7","-9.33","0","0.133","0.865","0.000151","0.101","0.142","109.966","audio_features","1F6IbA7di42uPc3cff8PXV","spotify:track:1F6IbA7di42uPc3cff8PXV","https://api.spotify.com/v1/tracks/1F6IbA7di42uPc3cff8PXV","https://api.spotify.com/v1/audio-analysis/1F6IbA7di42uPc3cff8PXV","123884","4","Flaming Hot Cheetos","Clairo","1","2","34","0.02702702702702703","0.05405405405405406","0.918918918918919","119","72"
"0.638","0.523","1","-6.664","1","0.357","0.00454","0","0.0842","0.422","139.913","audio_features","6HZILIRieu8S0iqY8kIKhj","spotify:track:6HZILIRieu8S0iqY8kIKhj","https://api.spotify.com/v1/tracks/6HZILIRieu8S0iqY8kIKhj","https://api.spotify.com/v1/audio-analysis/6HZILIRieu8S0iqY8kIKhj","185947","4","DNA.","Kendrick Lamar","12","21","49","0.14634146341463414","0.25609756097560976","0.5975609756097561","385","272"
"0.809","0.463","11","-11.377","1","0.0396","0.256","0.085","0.109","0.364","111.98","audio_features","5mCPDVBb16L4XQwDdbRUpz","spotify:track:5mCPDVBb16L4XQwDdbRUpz","https://api.spotify.com/v1/tracks/5mCPDVBb16L4XQwDdbRUpz","https://api.spotify.com/v1/audio-analysis/5mCPDVBb16L4XQwDdbRUpz","298941","4","Passionfruit","Drake","8","5","28","0.1951219512195122","0.12195121951219512","0.6829268292682927","115","79"
"0.756","0.609","3","-7.927","1","0.0544","0.217","0.00474","0.096","0.537","117.023","audio_features","5EYi2rH4LYs6M21ZLOyQTx","spotify:track:5EYi2rH4LYs6M21ZLOyQTx","https://api.spotify.com/v1/tracks/5EYi2rH4LYs6M21ZLOyQTx","https://api.spotify.com/v1/audio-analysis/5EYi2rH4LYs6M21ZLOyQTx","155720","4","Loving Is Easy","Rex Orange County","11","6","21","0.2894736842105263","0.15789473684210525","0.5526315789473685","96","42"
"0.732","0.458","5","-7.225","1","0.0311","0.447","0","0.136","0.661","98.938","audio_features","7mldq42yDuxiUNn08nvzHO","spotify:track:7mldq42yDuxiUNn08nvzHO","https://api.spotify.com/v1/tracks/7mldq42yDuxiUNn08nvzHO","https://api.spotify.com/v1/audio-analysis/7mldq42yDuxiUNn08nvzHO","165387","4","Body Like A Back Road","Sam Hunt","6","0","21","0.2222222222222222","0.0","0.7777777777777778","148","80"
"0.681","0.372","5","-8.237","1","0.0432","0.64","0","0.169","0.476","91.873","audio_features","3VlbOrM6nYPprVvzBZllE5","spotify:track:3VlbOrM6nYPprVvzBZllE5","https://api.spotify.com/v1/tracks/3VlbOrM6nYPprVvzBZllE5","https://api.spotify.com/v1/audio-analysis/3VlbOrM6nYPprVvzBZllE5","201000","4","Too Good At Goodbyes","Sam Smith","3","18","23","0.06818181818181818","0.4090909090909091","0.5227272727272727","192","68"
"0.684","0.683","6","-7.366","1","0.177","0.13","0","0.156","0.406","112.856","audio_features","2fXwCWkh6YG5zU1IyvQrbs","spotify:track:2fXwCWkh6YG5zU1IyvQrbs","https://api.spotify.com/v1/tracks/2fXwCWkh6YG5zU1IyvQrbs","https://api.spotify.com/v1/audio-analysis/2fXwCWkh6YG5zU1IyvQrbs","231253","4","Broken Clocks","SZA","19","7","46","0.2638888888888889","0.09722222222222222","0.6388888888888888","244","132"
"0.331","0.45","10","-5.362","1","0.034","0.365","0.00464","0.22","0.18","123.829","audio_features","4JE6agBLHGA5TaF6FlqfBD","spotify:track:4JE6agBLHGA5TaF6FlqfBD","https://api.spotify.com/v1/tracks/4JE6agBLHGA5TaF6FlqfBD","https://api.spotify.com/v1/audio-analysis/4JE6agBLHGA5TaF6FlqfBD","218755","4","As the World Caves In","Matt Maltese","0","7","26","0.0","0.21212121212121213","0.7878787878787878","119","77"
"0.441","0.219","8","-14.586","1","0.0419","0.935","0","0.115","0.244","94.021","audio_features","39KG4kom3enSx4GTThuDGt","spotify:track:39KG4kom3enSx4GTThuDGt","https://api.spotify.com/v1/tracks/39KG4kom3enSx4GTThuDGt","https://api.spotify.com/v1/audio-analysis/39KG4kom3enSx4GTThuDGt","199120","4","Coaster","Khalid","2","8","31","0.04878048780487805","0.1951219512195122","0.7560975609756098","130","80"
"0.522","0.385","0","-7.355","1","0.0288","0.536","0","0.135","0.236","89.792","audio_features","2RttW7RAu5nOAfq6YFvApB","spotify:track:2RttW7RAu5nOAfq6YFvApB","https://api.spotify.com/v1/tracks/2RttW7RAu5nOAfq6YFvApB","https://api.spotify.com/v1/audio-analysis/2RttW7RAu5nOAfq6YFvApB","207520","4","Happier","Ed Sheeran","13","2","17","0.40625","0.0625","0.53125","147","90"
"0.718","0.767","9","-5.641","1","0.166","0.138","0","0.114","0.519","160.084","audio_features","7oJrVhiTPZGBXWPwhxjy9S","spotify:track:7oJrVhiTPZGBXWPwhxjy9S","https://api.spotify.com/v1/tracks/7oJrVhiTPZGBXWPwhxjy9S","https://api.spotify.com/v1/audio-analysis/7oJrVhiTPZGBXWPwhxjy9S","156000","4","Lust","Lil Skies","5","21","21","0.10638297872340426","0.44680851063829785","0.44680851063829785","231","131"
"0.705","0.64","11","-6.928","0","0.225","0.0237","0","0.262","0.887","144.077","audio_features","7gvd8xj4QgPqbQSsn5pV7d","spotify:track:7gvd8xj4QgPqbQSsn5pV7d","https://api.spotify.com/v1/tracks/7gvd8xj4QgPqbQSsn5pV7d","https://api.spotify.com/v1/audio-analysis/7gvd8xj4QgPqbQSsn5pV7d","203760","4","Sorry Not Sorry","Demi Lovato","6","16","42","0.09375","0.25","0.65625","263","92"
"0.674","0.506","6","-10.532","1","0.0434","0.173","0","0.0866","0.183","145.965","audio_features","5WoaF1B5XIEnWfmb5NZikf","spotify:track:5WoaF1B5XIEnWfmb5NZikf","https://api.spotify.com/v1/tracks/5WoaF1B5XIEnWfmb5NZikf","https://api.spotify.com/v1/audio-analysis/5WoaF1B5XIEnWfmb5NZikf","259333","4","Sky Walker (feat. Travis Scott)","Miguel","19","15","47","0.2345679012345679","0.18518518518518517","0.5802469135802469","312","163"
"0.473","0.371","4","-10.219","0","0.0405","0.795","0","0.109","0.413","75.208","audio_features","4OBZT9EnhYIV17t4pGw7ig","spotify:track:4OBZT9EnhYIV17t4pGw7ig","https://api.spotify.com/v1/tracks/4OBZT9EnhYIV17t4pGw7ig","https://api.spotify.com/v1/audio-analysis/4OBZT9EnhYIV17t4pGw7ig","209400","4","Best Part (feat. Daniel Caesar)","H.E.R.","25","4","27","0.44642857142857145","0.07142857142857142","0.48214285714285715","144","80"
"0.825","0.652","1","-3.183","0","0.0802","0.581","0","0.0931","0.931","95.977","audio_features","7qiZfU4dY1lWllzX7mPBI3","spotify:track:7qiZfU4dY1lWllzX7mPBI3","https://api.spotify.com/v1/tracks/7qiZfU4dY1lWllzX7mPBI3","https://api.spotify.com/v1/audio-analysis/7qiZfU4dY1lWllzX7mPBI3","233713","4","Shape of You","Ed Sheeran","27","5","59","0.2967032967032967","0.054945054945054944","0.6483516483516484","298","118"
